,Manufacturer,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4866,Audi,7,88000,Bangalore,Diesel,Automatic,First,17.11,1968,174.33,5,16250
4867,Land,8,84384,Coimbatore,Diesel,Automatic,First,10.2,4367,308,7,52540
4868,Mahindra,9,128000,Chennai,Diesel,Manual,Third,16,2179,140,7,6400
4869,Ford,9,71000,Bangalore,Diesel,Manual,Third,13.1,2499,141,7,6950
4870,Tata,12,50000,Kolkata,Diesel,Manual,First,17.2,1396,53.5,5,850
4871,Maruti,4,16000,Chennai,Petrol,Manual,First,21.4,1197,83.1,5,6950
4872,Hyundai,3,82000,Kolkata,Diesel,Manual,First,24.4,1120,71,5,3450
4873,Honda,12,80000,Delhi,Petrol,Manual,First,13.5,1799,130,5,2750
4874,Hyundai,5,36000,Delhi,Petrol,Manual,Second,18.6,1197,81.83,5,4950
4875,Tata,2,17477,Coimbatore,Petrol,Manual,First,17,1198,108.5,5,9620
4876,Hyundai,4,16725,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,6790
4877,Maruti,6,48241,Mumbai,Petrol,Manual,First,19.1,1197,85.8,5,4500
4878,Maruti,6,52431,Kochi,Petrol,Manual,First,22.5,998,67.04,5,3010
4879,Hyundai,8,68000,Bangalore,Diesel,Manual,First,21.9,1396,88.76,5,4400
4880,Toyota,8,158000,Hyderabad,Diesel,Automatic,First,12.55,2982,168.5,7,17490
4881,Hyundai,6,31446,Coimbatore,Petrol,Manual,First,20.36,1197,78.9,5,4660
4882,Hyundai,5,25000,Chennai,Petrol,Manual,First,18.9,1197,82,5,5500
4883,Hyundai,4,57000,Ahmedabad,Petrol,Manual,First,18.6,1197,81.83,5,6000
4884,Hyundai,13,76000,Hyderabad,Petrol,Automatic,First,17,1086,113.2530497,5,2400
4885,Maruti,2,57078,Kochi,Diesel,Manual,First,24.3,1248,88.5,5,10190
4886,Honda,4,47471,Kochi,Diesel,Manual,First,25.8,1498,98.6,5,5250
4887,Mercedes-Benz,6,50000,Hyderabad,Diesel,Automatic,First,15.26,2143,203.2,5,45000
4888,Hyundai,10,62000,Ahmedabad,Diesel,Manual,First,23,1396,90,5,2700
4889,Hyundai,7,65807,Coimbatore,Petrol,Manual,First,19.81,1086,68.05,5,3390
4890,Maruti,6,81768,Hyderabad,Diesel,Manual,First,26.59,1248,74,5,5690
4891,BMW,2,9952,Kochi,Petrol,Automatic,First,10.37,2979,306,2,58540
4892,Maruti,3,24000,Hyderabad,Diesel,Manual,First,27.39,1248,74,5,8400
4893,Chevrolet,8,72921,Hyderabad,Diesel,Manual,First,25.44,936,57.6,5,2500
4894,Honda,8,59000,Pune,Petrol,Manual,First,19.4,1198,86.8,5,3250
4895,Ford,6,33000,Mumbai,Diesel,Manual,Second,20,1399,68.05,5,3250
4896,Maruti,4,36789,Pune,Petrol,Automatic,First,23.1,998,67.04,5,4250
4897,Mercedes-Benz,6,41000,Jaipur,Diesel,Automatic,First,14.84,2143,170,5,18500
4898,Hyundai,13,71000,Hyderabad,Petrol,Automatic,First,17,1086,113.2530497,5,2400
4899,Honda,5,46650,Jaipur,Petrol,Manual,First,19.4,1198,86.8,5,4250
4900,Maruti,2,3000,Mumbai,Petrol,Automatic,First,21.4,1197,83.1,5,8850
4901,Hyundai,6,14799,Coimbatore,Petrol,Manual,First,21.1,814,55.2,5,4140
4902,Toyota,9,44000,Mumbai,Electric,Automatic,First,18.13496094,1798,73,5,12750
4903,Hyundai,5,68525,Hyderabad,Diesel,Manual,First,23,1396,90,5,7000
4904,Ford,2,15000,Hyderabad,Diesel,Automatic,First,10.91,3198,197,7,33000
4905,Honda,3,29000,Ahmedabad,Petrol,Manual,First,17.4,1497,117.3,5,10000
4906,Maruti,8,77407,Kochi,Diesel,Manual,Second,21.5,1248,88.8,5,3530
4907,Chevrolet,13,118000,Jaipur,Petrol,Manual,First,12.9,1598,102.5,5,1350
4908,Volkswagen,7,75000,Delhi,Diesel,Manual,First,20.54,1598,103.6,5,4500
4909,Honda,8,69000,Pune,Petrol,Manual,First,16.8,1497,116.3,5,4900
4910,Hyundai,4,52553,Kochi,Diesel,Manual,First,19.67,1582,126.2,5,12260
4911,Hyundai,6,58000,Mumbai,Diesel,Manual,Second,24.4,1120,71,5,3990
4912,Mercedes-Benz,3,24000,Mumbai,Diesel,Automatic,First,17.9,2143,170,5,46950
4913,Ford,5,65542,Hyderabad,Diesel,Manual,First,20,1399,68,5,3800
4914,Volkswagen,7,68008,Ahmedabad,Diesel,Manual,Second,15,1896,105,5,6750
4915,Mahindra,3,22251,Coimbatore,Diesel,Manual,First,18.49,1493,100,7,8750
4916,Ford,7,55000,Chennai,Petrol,Manual,Second,15.8,1499,110,5,5200
4917,Hyundai,3,19387,Kochi,Petrol,Manual,First,17.1,1591,121.3,5,8420
4918,Maruti,6,58000,Pune,CNG,Manual,First,26.6,998,58.16,5,3000
4919,Hyundai,4,24001,Mumbai,Petrol,Manual,First,18.6,1197,81.83,5,5750
4920,Audi,12,17000,Kolkata,Diesel,Automatic,First,15.2,1968,140.8,5,9750
4921,Nissan,5,28500,Delhi,Petrol,Manual,First,19.49,1198,67.04,5,3500
4922,Mercedes-Benz,6,66000,Jaipur,Diesel,Automatic,First,15.26,2143,203.2,5,30000
4923,Land,3,22000,Delhi,Diesel,Automatic,First,12.83,2179,147.5,5,35000
4924,Hyundai,2,44383,Coimbatore,Petrol,Manual,First,15.8,1591,121.3,5,13250
4925,Skoda,7,45000,Mumbai,Diesel,Manual,First,20.5,1598,103.5,5,3650
4926,Maruti,5,58000,Jaipur,Diesel,Manual,First,23.4,1248,74,5,5250
4927,Hyundai,4,69000,Delhi,Petrol,Manual,First,15.8,1591,121.3,5,9700
4928,Hyundai,3,60993,Coimbatore,Diesel,Manual,First,24,1120,70,5,5210
4929,Mahindra,4,67000,Pune,Diesel,Manual,First,18.49,1493,100,7,6300
4930,Hyundai,6,51134,Kochi,Diesel,Manual,First,24,1120,70,5,4720
4931,BMW,9,55000,Chennai,Diesel,Automatic,Second,11.7,2993,245,5,28000
4932,Maruti,2,25082,Coimbatore,Diesel,Automatic,First,28.4,1248,73.75,5,8370
4933,Toyota,8,68350,Delhi,Diesel,Manual,First,12.55,2982,168.5,7,14000
4934,Audi,5,50000,Hyderabad,Diesel,Automatic,First,17.68,1968,174.33,5,36000
4935,Honda,5,97000,Pune,Diesel,Manual,First,27.3,1498,98.6,5,6400
4936,Audi,5,56238,Coimbatore,Diesel,Automatic,First,11.33,4134,335.2,7,51690
4937,Mahindra,6,72618,Jaipur,Diesel,Manual,First,12.05,2179,120,7,8000
4938,Chevrolet,8,62005,Hyderabad,Diesel,Manual,First,18.3,1991,147.9,5,9800
4939,Chevrolet,8,61250,Hyderabad,Diesel,Manual,First,25.44,936,57.6,5,2700
4940,Audi,6,28469,Coimbatore,Diesel,Automatic,First,18.25,1968,187.74,5,24370
4941,Skoda,2,21488,Kochi,Petrol,Automatic,First,14.3,1598,103.52,5,9720
4942,Maruti,6,197000,Pune,Diesel,Manual,First,23.4,1248,74,5,5000
4943,Toyota,11,138205,Pune,Diesel,Manual,Second,11.5,2982,171,7,10500
4944,Maruti,8,160000,Jaipur,Diesel,Manual,Second,22.9,1248,74,5,3900
4945,Honda,8,67590,Coimbatore,Petrol,Manual,First,17,1497,118,5,5650
4946,Mercedes-Benz,8,52000,Mumbai,Diesel,Automatic,First,15.26,2143,203.2,5,29950
4947,Maruti,12,100000,Bangalore,Diesel,Manual,Second,17.8,1248,75,5,3000
4948,Ford,3,60048,Kolkata,Diesel,Manual,First,26.1,1498,99,5,6000
4949,Hyundai,11,48000,Mumbai,Petrol,Manual,First,20.36,1197,78.9,5,2110
4950,Fiat,10,47000,Kolkata,Petrol,Manual,First,14.6,1621.27645,113.2530497,5.278735151,1490
4951,Maruti,9,100000,Jaipur,Petrol,Manual,First,19.7,796,46.3,5,1500
4952,Toyota,7,62601,Coimbatore,Diesel,Manual,First,23.59,1364,113.2530497,5,4670
4953,Maruti,14,80010,Bangalore,Petrol,Manual,Second,20.4,1197,81.8,5,2850
4954,Mercedes-Benz,3,26493,Coimbatore,Diesel,Automatic,First,19.27,2143,170,5,33640
4955,Tata,9,96000,Hyderabad,Diesel,Manual,Second,17.88,1396,52.8,5,910
4956,Maruti,6,45700,Jaipur,Petrol,Manual,Second,22.74,796,47.3,5,2420
4957,Skoda,15,13000,Kolkata,Petrol,Automatic,First,9.3,2771,193.1,5,3250
4958,Volkswagen,7,38000,Kolkata,Petrol,Manual,First,16.47,1198,73.9,5,2800
4959,Maruti,1,8018,Coimbatore,Petrol,Automatic,First,22,1197,81.8,5,8300
4960,Mahindra,10,144400,Bangalore,Diesel,Manual,Third,12.05,2179,120,8,5250
4961,Maruti,10,152000,Jaipur,Diesel,Manual,First,17.8,1248,75,5,2900
4962,BMW,7,71000,Pune,Diesel,Automatic,First,18.88,1995,184,5,15000
4963,Tata,8,80000,Jaipur,Petrol,Manual,Second,25.4,624,37.5,4,530
4964,Toyota,6,87143,Mumbai,Diesel,Manual,First,12.99,2494,100,8,12500
4965,Honda,8,25000,Mumbai,Petrol,Manual,First,18.4,1198,86.8,5,2750
4966,Tata,2,2000,Pune,Petrol,Automatic,First,23.84,1199,83.83,5,5000
4967,Mahindra,6,45239,Kochi,Diesel,Manual,First,12.05,2179,120,8,7090
4968,BMW,9,101999,Hyderabad,Diesel,Automatic,First,16.73,1995,218,5,19990
4969,Toyota,6,74219,Mumbai,Diesel,Manual,First,21.43,1364,87.2,5,10750
4970,Honda,4,25000,Mumbai,Petrol,Automatic,First,18,1497,117.3,5,9450
4971,Hyundai,12,109606,Hyderabad,Diesel,Manual,First,22,1582,126.2,5,2900
4972,Maruti,5,36000,Kolkata,Diesel,Manual,First,26.59,1248,74,5,4700
4973,Maruti,4,41810,Coimbatore,Petrol,Manual,First,20.73,1373,91.1,5,7110
4974,Ford,6,93321,Jaipur,Diesel,Manual,First,22.7,1498,89.84,5,6250
4975,Maruti,9,81000,Hyderabad,Petrol,Manual,First,20.92,998,67.1,5,2200
4976,Honda,1,25717,Kochi,Petrol,Automatic,First,19,1199,88.76,5,8860
4977,Mahindra,5,37000,Delhi,Diesel,Manual,First,15.1,2179,140,7,9300
4978,Mahindra,3,56380,Coimbatore,Diesel,Manual,First,18.49,1493,100,7,7570
4979,Honda,3,8000,Chennai,Petrol,Manual,First,18.2,1199,88.7,5,7900
4980,Maruti,2,14589,Kochi,Petrol,Manual,First,16.1,1298,88.2,5,5650
4981,Volkswagen,7,65088,Delhi,Petrol,Manual,First,16.47,1198,73.9,5,3250
4982,Hyundai,1,24864,Coimbatore,Diesel,Manual,First,20.5,1582,126.2,5,16270
4983,Chevrolet,9,64831,Coimbatore,Petrol,Manual,First,18.6,1199,79.4,5,3210
4984,Honda,7,38001,Kolkata,Diesel,Manual,First,25.8,1498,98.6,5,3900
4985,Mercedes-Benz,12,77000,Mumbai,Petrol,Automatic,Second,10,2496,157.7,5,6500
4986,BMW,4,27000,Hyderabad,Diesel,Automatic,First,18.59,2993,265,5,48000
4987,Audi,4,39000,Mumbai,Diesel,Automatic,First,20.38,1968,143,5,18900
4988,Maruti,5,131000,Pune,Diesel,Manual,First,26.59,1248,74,5,3600
4989,Maruti,5,43000,Kolkata,Diesel,Manual,First,26.59,1248,74,5,5500
4990,Toyota,9,68000,Pune,Diesel,Manual,Second,12.8,2494,102,7,7000
4991,BMW,4,45165,Bangalore,Diesel,Automatic,First,16.09,1995,184,5,41750
4992,BMW,13,120000,Hyderabad,Diesel,Automatic,First,16.73,1995,218,5,10500
4993,Mahindra,6,86091,Coimbatore,Diesel,Manual,First,15.1,2179,140,7,10090
4994,Honda,11,71499,Delhi,Petrol,Manual,First,17,1497,118,5,3000
4995,Force,6,50000,Chennai,Diesel,Manual,First,17,2200,139.01,7,12000
4996,Volkswagen,5,66000,Jaipur,Diesel,Manual,First,20.14,1498,88,5,4910
4997,Honda,10,45000,Kolkata,Petrol,Manual,First,16,1198,90,5,2000
4998,Toyota,5,69189,Hyderabad,Diesel,Manual,First,23.59,1364,67.06,5,5300
4999,Nissan,6,40206,Mumbai,Diesel,Manual,First,19.01,1461,108.5,5,7220
5000,BMW,3,36723,Kochi,Diesel,Automatic,First,18.56,1995,190,5,32570
5001,Hyundai,10,57500,Mumbai,Petrol,Manual,First,18.5,1197,80,5,2750
5002,Maruti,2,43912,Kochi,CNG,Manual,First,15.1,1196,73,5,4330
5003,Ford,9,52000,Hyderabad,Diesel,Manual,First,17.8,1399,68,5,3750
5004,Honda,6,60952,Kochi,Petrol,Automatic,First,16.8,1497,118,5,5910
5005,Maruti,7,87192,Chennai,Diesel,Manual,First,25.2,1248,74,5,4350
5006,Hyundai,6,58000,Delhi,Diesel,Manual,First,24,1120,70,5,3250
5007,Audi,3,59500,Pune,Diesel,Automatic,First,14.75,2967,245,7,68000
5008,Volkswagen,4,16650,Mumbai,Petrol,Manual,First,17,1198,74,5,5500
5009,Honda,2,34696,Kochi,Petrol,Automatic,First,18,1497,117.3,5,12080
5010,Maruti,2,42243,Kochi,Diesel,Manual,First,27.39,1248,74,5,7480
5011,Hyundai,4,57824,Jaipur,Diesel,Manual,First,24,1120,70,5,5500
5012,Maruti,9,110000,Jaipur,Diesel,Manual,First,19.3,1248,73.9,5,3500
5013,Maruti,14,63000,Delhi,Petrol,Manual,First,16.1,1621.27645,113.2530497,5.278735151,1600
5014,Land,7,72000,Delhi,Diesel,Automatic,First,18.13658965,2179,115,5,15500
5015,Toyota,7,63455,Hyderabad,Diesel,Manual,First,11.5,2982,171,7,19000
5016,Honda,3,17151,Hyderabad,Diesel,Manual,First,27.3,1498,98.6,5,8400
5017,Maruti,4,31001,Pune,Diesel,Manual,First,24.3,1248,88.5,5,7250
5018,Maruti,6,42109,Kolkata,Diesel,Manual,First,23.4,1248,74,5,4250
5019,Skoda,5,55000,Delhi,Diesel,Automatic,Second,21.66,1498,103.52,5,5700
5020,Land,7,46000,Hyderabad,Diesel,Automatic,Second,18.13658965,2179,115,5,26000
5021,Maruti,7,30852,Hyderabad,Petrol,Manual,First,22.74,796,47.3,5,2490
5022,Volkswagen,9,65000,Pune,Petrol,Manual,Second,16.47,1198,73.9,5,3000
5023,Honda,5,65000,Delhi,Diesel,Manual,First,26,1498,98.6,5,5950
5024,Maruti,7,72000,Delhi,Diesel,Manual,First,23.4,1248,74,5,2690
5025,Audi,6,29000,Bangalore,Diesel,Automatic,First,17.11,1968,174.33,5,26000
5026,Honda,5,32000,Kolkata,Petrol,Manual,First,17.8,1497,117.3,5,5500
5027,Ford,4,29875,Chennai,Petrol,Manual,First,18.16,1196,86.8,5,4850
5028,Maruti,2,32539,Kochi,Diesel,Manual,First,24.3,1248,88.5,5,8390
5029,Renault,5,83090,Hyderabad,Diesel,Manual,First,19.01,1461,108.45,5,7990
5030,Hyundai,4,62679,Hyderabad,Diesel,Manual,First,21.19,1396,88.73,5,6950
5031,Mahindra,10,93000,Mumbai,Petrol,Manual,First,15.7,1390,75,5,1500
5032,Honda,14,44000,Mumbai,Petrol,Manual,First,17.7,1497,78,5,1550
5033,Ford,10,78400,Bangalore,Petrol,Manual,Second,15.6,1196,70,5,2750
5034,Renault,6,71300,Mumbai,Petrol,Manual,First,13.06,1598,102.53,5,4250
5035,Hyundai,5,18000,Kolkata,Petrol,Manual,First,20.36,1197,78.9,5,2850
5036,Land,1,24013,Coimbatore,Diesel,Automatic,First,12.81,1999,148.31,7,56140
5037,Audi,11,99100,Ahmedabad,Petrol,Automatic,Second,9.74,1984,208,5,10000
5038,Maruti,17,62000,Mumbai,Petrol,Manual,Second,11.3,1298,83.1,8,1250
5039,Maruti,3,14000,Kolkata,Diesel,Manual,First,26.59,1248,74,5,7500
5040,Audi,5,44811,Coimbatore,Diesel,Automatic,First,17.11,1968,174.33,5,25810
5041,Volkswagen,6,44000,Ahmedabad,Petrol,Manual,First,16.47,1198,74,5,4300
5042,Toyota,10,136000,Chennai,Diesel,Manual,Second,11.5,2982,171,7,11000
5043,Toyota,10,144113,Jaipur,Diesel,Manual,Second,11.5,2982,171,7,11750
5044,Honda,8,94989,Coimbatore,Petrol,Manual,First,12.8,2354,177.6,5,6580
5045,Maruti,8,58133,Chennai,Diesel,Manual,First,22.9,1248,74,5,4800
5046,Skoda,12,61000,Pune,Petrol,Manual,Second,17.5,1198,70,5,1650
5047,Jeep,3,27000,Kolkata,Diesel,Manual,First,17.1,1956,170,5,15000
5048,Tata,6,18050,Ahmedabad,Petrol,Manual,Second,25.4,624,37.5,4,1000
5049,Ford,13,145277,Hyderabad,Petrol,Manual,First,15.3,1596,101,5,1650
5050,Maruti,5,42000,Ahmedabad,Diesel,Manual,First,27.62,793,47,5,3600
5051,Toyota,9,86000,Delhi,Diesel,Manual,First,11.5,2982,171,7,11500
5052,Maruti,5,42150,Ahmedabad,Diesel,Manual,First,27.62,793,47,5,3600
5053,Hyundai,5,30158,Pune,Petrol,Manual,First,21.1,814,55.2,5,3050
5054,Ford,9,47000,Bangalore,Diesel,Manual,Second,23.5,1498,90,5,6000
5055,Volkswagen,7,39000,Ahmedabad,Petrol,Manual,First,16.47,1198,74,5,3750
5056,Volkswagen,4,32125,Coimbatore,Petrol,Manual,First,16.2,1199,74,5,6170
5057,Maruti,3,58829,Coimbatore,Diesel,Manual,First,24.3,1248,88.5,5,9050
5058,Honda,7,67559,Coimbatore,Petrol,Manual,First,19.4,1198,86.8,5,4050
5059,Maruti,7,55000,Pune,Petrol,Manual,First,17.5,1298,85.8,5,4250
5060,Maruti,2,30000,Kolkata,Petrol,Manual,First,23.1,998,67.04,5,3750
5061,Hyundai,4,28000,Mumbai,Petrol,Automatic,First,13,1591,121.3,5,11850
5062,Ford,4,31826,Kochi,Diesel,Manual,First,22.7,1498,89.84,5,8240
5063,Maruti,4,64000,Hyderabad,Diesel,Manual,First,17.8,1248,113.2530497,5,5990
5064,Honda,12,100009,Jaipur,Petrol,Manual,Second,13.1,1997,141.1,5,6500
5065,Land,1,17201,Coimbatore,Diesel,Automatic,First,12.51,2179,187.7,7,58910
5066,Mahindra,6,74345,Delhi,Diesel,Manual,First,15.1,2179,140,7,8000
5067,Volkswagen,5,58134,Kochi,Petrol,Manual,First,16.47,1198,74,5,4640
5068,Hyundai,10,30566,Kochi,Petrol,Automatic,First,19.2,1197,80,5,3320
5069,Hyundai,8,55231,Chennai,Petrol,Manual,Second,20.36,1197,78.9,5,2780
5070,Chevrolet,4,67774,Kochi,Diesel,Automatic,First,14.81,1998,163.7,5,8950
5071,Mercedes-Benz,7,50319,Mumbai,Petrol,Automatic,First,12,1991,181.03,5,21950
5072,Hyundai,7,45000,Ahmedabad,Petrol,Manual,First,11.7,2359,134,5,7900
5073,Mercedes-Benz,13,43627,Kolkata,Petrol,Automatic,First,11.74,1796,186,5,29000
5074,Volkswagen,7,45000,Kolkata,Diesel,Manual,First,22.07,1199,73.9,5,3250
5075,Honda,6,10500,Mumbai,Petrol,Manual,First,17.4,1497,117.3,5,5900
5076,Maruti,3,21789,Coimbatore,Diesel,Manual,First,24.3,1248,88.5,5,9880
5077,Hyundai,1,21134,Coimbatore,Petrol,Manual,First,18.6,1197,81.86,5,8780
5078,Tata,9,90000,Kolkata,Diesel,Manual,Second,13.93,2179,138.1,7,2750
5079,Nissan,6,51553,Kochi,Diesel,Manual,First,21.64,1461,84.8,5,5980
5080,BMW,9,31000,Delhi,Petrol,Automatic,First,10.9,2497,215,5,31000
5081,Toyota,9,67422,Delhi,Petrol,Manual,Second,14.53,1798,138,5,3550
5082,Hyundai,5,60519,Kochi,Diesel,Manual,First,22.32,1582,126.32,5,6240
5083,Maruti,11,34000,Kolkata,Diesel,Manual,First,19.3,1248,73.9,5,2190
5084,Maruti,7,68434,Hyderabad,Diesel,Manual,First,28.4,1248,73.75,5,5500
5085,Maruti,6,17000,Pune,Petrol,Manual,First,24.07,998,67.1,5,2100
5086,Jaguar,9,43686,Coimbatore,Petrol,Automatic,First,10.5,5000,503,4,50660
5087,Mercedes-Benz,8,22000,Kolkata,Diesel,Automatic,First,14.84,2143,170,5,14000
5088,Hyundai,7,79225,Mumbai,Diesel,Manual,First,22,1582,126.2,5,5500
5089,Chevrolet,13,63000,Pune,Petrol,Manual,Third,14.2,1598,102,5,1200
5090,Maruti,6,61922,Hyderabad,Petrol,Manual,First,20.4,1197,81.8,5,5300
5091,Hyundai,5,85000,Chennai,Diesel,Manual,First,23.9,1582,126.2,5,6300
5092,Mercedes-Benz,3,26192,Kochi,Diesel,Automatic,First,17.9,2143,168,5,40470
5093,Toyota,7,65000,Delhi,Diesel,Manual,First,13,2982,168.5,7,16100
5094,Audi,6,44999,Delhi,Diesel,Automatic,First,12.8,1968,167.6,5,25000
5095,BMW,12,81308,Mumbai,Diesel,Automatic,Second,13.2,1995,170,5,7950
5096,Maruti,4,35000,Delhi,Petrol,Manual,First,24.7,796,47.3,5,2650
5097,Maruti,8,65349,Coimbatore,Petrol,Manual,First,20.92,998,67.1,5,2810
5098,Audi,8,80000,Hyderabad,Petrol,Automatic,First,15.64,1798,167.62,5,17500
5099,Maruti,8,61000,Mumbai,Petrol,Manual,First,16.1,1197,85,5,3300
5100,Maruti,1,31817,Kochi,Petrol,Manual,First,22.5,998,67.04,5,5340
5101,Skoda,4,41000,Hyderabad,Diesel,Manual,First,21.14,1498,103.52,5,8500
5102,Honda,10,82606,Kochi,Petrol,Manual,Second,16,1198,90,5,2690
5103,Mahindra,5,52000,Ahmedabad,Diesel,Manual,First,16,2179,140,7,11500
5104,Maruti,9,50318,Coimbatore,Petrol,Manual,First,18.5,1197,85.8,5,4060
5105,Mercedes-Benz,4,50000,Hyderabad,Diesel,Automatic,First,17.9,2143,201.15,5,49000
5106,Skoda,8,72000,Bangalore,Diesel,Manual,First,20.5,1598,103.5,5,4600
5107,Hyundai,5,63776,Delhi,Diesel,Manual,First,24,1120,70,5,3960
5108,Hyundai,5,28133,Mumbai,Petrol,Manual,First,18.6,1197,81.86,5,5600
5109,Tata,3,45000,Kolkata,Diesel,Manual,First,22.95,1248,74,5,3750
5110,Hyundai,5,55697,Jaipur,Diesel,Manual,First,22.54,1396,88.73,5,5500
5111,Skoda,8,62000,Delhi,Diesel,Manual,Second,20.5,1598,103.5,5,3000
5112,Fiat,9,48000,Mumbai,Petrol,Manual,First,16,1368,90,5,3000
5113,Maruti,10,90246,Pune,Petrol,Manual,First,16.1,1298,88.2,5,2950
5114,Tata,5,80500,Hyderabad,Diesel,Manual,First,25,1396,69,5,2450
5115,Mercedes-Benz,8,119000,Pune,Diesel,Automatic,First,14.84,2143,170,5,13990
5116,Mercedes-Benz,4,28541,Bangalore,Diesel,Automatic,First,11.57,2987,254.79,5,60750
5117,Hyundai,12,45500,Kolkata,Petrol,Manual,Second,18.13658965,1086,113.2530497,5,1170
5118,Honda,8,41000,Chennai,Petrol,Manual,Second,16.8,1497,116.3,5,4500
5119,Hyundai,10,58000,Mumbai,Petrol,Manual,Second,18.5,1197,80,5,2500
5120,Toyota,5,99000,Chennai,Diesel,Manual,First,13,2982,168.5,7,20500
5121,Hyundai,6,31200,Delhi,Petrol,Manual,First,18.9,1197,82,5,3900
5122,Volkswagen,11,85000,Chennai,Diesel,Manual,Second,15,1896,105,5,3500
5123,Ford,4,60924,Hyderabad,Petrol,Automatic,First,15.63,1499,110.4,5,8300
5124,Hyundai,8,45000,Chennai,Petrol,Manual,First,21.1,814,55.2,5,2500
5125,Nissan,9,44000,Kolkata,Petrol,Automatic,First,19.15,1198,75.94,5,2650
5126,Honda,4,30534,Kochi,Petrol,Automatic,First,19,1199,88.7,5,7420
5127,Volkswagen,4,46399,Kochi,Petrol,Manual,First,16.47,1198,74,5,4630
5128,Maruti,12,42000,Kolkata,Petrol,Manual,First,19.7,796,46.3,5,1090
5129,Hyundai,9,67000,Delhi,Diesel,Manual,First,22.32,1582,126.32,5,3800
5130,Mercedes-Benz,7,58000,Mumbai,Diesel,Automatic,First,10,2148,170,5,15750
5131,Tata,5,27000,Coimbatore,Petrol,Manual,First,17.57,1193,88.7,5,5270
5132,Honda,8,39566,Mumbai,Petrol,Manual,Second,18.4,1198,86.8,5,2750
5133,Honda,4,14980,Chennai,Diesel,Manual,First,27.3,1498,98.6,5,7400
5134,Maruti,3,18491,Jaipur,Petrol,Automatic,First,24.07,998,67.1,5,3900
5135,Maruti,20,90000,Jaipur,Petrol,Manual,Second,17.3,993,60,5,700
5136,Hyundai,5,118211,Pune,Diesel,Manual,First,22.54,1396,88.73,5,5900
5137,Maruti,4,63316,Coimbatore,Diesel,Manual,First,22.7,1598,118,5,9580
5138,Mercedes-Benz,6,42000,Delhi,Diesel,Automatic,First,14.21,2143,203,5,24950
5139,Chevrolet,5,25648,Kochi,Petrol,Manual,First,13.7,1399,98.82,7,4290
5140,Mercedes-Benz,9,67612,Delhi,Diesel,Automatic,Second,14.21,2143,203,5,11500
5141,Mahindra,4,33000,Mumbai,Diesel,Manual,First,16,2179,140,7,9650
5142,Hyundai,5,20000,Mumbai,Petrol,Manual,First,20.36,1197,78.9,5,3750
5143,Hyundai,13,143000,Pune,Petrol,Manual,Second,14.2,1341,82.9,5,1100
5144,Audi,6,118218,Coimbatore,Diesel,Automatic,First,12.07,2967,241.4,7,31410
5145,Mahindra,8,99000,Pune,Diesel,Manual,Third,12.05,2179,120,8,6000
5146,Honda,4,22700,Pune,Petrol,Manual,First,18.7,1199,88.7,5,5550
5147,Tata,3,28000,Jaipur,Diesel,Manual,First,14,2179,138.1,7,10910
5148,Mahindra,6,62000,Kolkata,Diesel,Manual,First,15.1,2179,140,7,7250
5149,Volkswagen,8,107023,Hyderabad,Diesel,Manual,First,22.07,1199,73.9,5,3900
5150,Maruti,8,71082,Delhi,Diesel,Manual,First,19.3,1248,73.9,5,3950
5151,Audi,7,60000,Mumbai,Diesel,Automatic,First,15.73,1968,174.33,5,22000
5152,Maruti,6,21701,Delhi,Petrol,Manual,First,23.1,998,67.04,5,3380
5153,Honda,9,56000,Mumbai,Petrol,Manual,First,16.8,1497,116.3,5,3450
5154,Hyundai,4,32450,Delhi,Petrol,Manual,First,18.6,1197,81.83,5,5750
5155,Renault,4,12500,Jaipur,Petrol,Manual,First,25.17,799,53.3,5,2750
5156,Mercedes-Benz,1,20483,Kochi,Diesel,Automatic,First,17.9,2143,136,5,30300
5157,Ford,6,45800,Hyderabad,Diesel,Manual,First,22.7,1498,89.84,5,7500
5158,Hyundai,5,35441,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,6870
5159,Toyota,5,86398,Bangalore,Diesel,Manual,First,12.99,2494,100.6,7,15200
5160,Nissan,8,150000,Chennai,Diesel,Manual,First,21.64,1461,84.8,5,3500
5161,Maruti,6,89000,Hyderabad,Diesel,Manual,First,25.2,1248,74,5,5850
5162,Maruti,10,68375,Hyderabad,Petrol,Manual,First,19,998,66.1,5,2500
5163,Maruti,7,52000,Pune,Petrol,Manual,First,18.6,1197,85.8,5,3950
5164,Mercedes-Benz,3,39000,Jaipur,Diesel,Automatic,First,17.9,2143,136,5,27000
5165,Maruti,6,68000,Bangalore,Petrol,Manual,Second,16.02,1373,93.7,7,6750
5166,Maruti,13,71000,Jaipur,Petrol,Manual,Second,18.9,998,67.1,5,1500
5167,Volkswagen,8,72003,Hyderabad,Diesel,Manual,First,22.07,1199,73.9,5,3900
5168,Ford,6,135670,Hyderabad,Diesel,Manual,First,22.7,1498,89.84,5,6550
5169,Honda,3,65850,Kochi,Diesel,Manual,First,25.1,1498,98.6,5,9440
5170,Toyota,5,53920,Coimbatore,Petrol,Manual,First,14.28,1798,138.03,5,10770
